fips SCC Pollutant Emissions type year
21015 223007523X PM25-PRI 0.44 ON-ROAD 1999
21015 2265002039 PM25-PRI 0.02 NON-ROAD 1999
21019 223007431B PM25-PRI 0.01 ON-ROAD 1999
21025 223007421X PM25-PRI 1.84 ON-ROAD 1999
21027 223006019X PM25-PRI 0.01 ON-ROAD 1999
21027 2265002039 PM25-PRI 0 NON-ROAD 1999
21027 2265006030 PM25-PRI 0.01 NON-ROAD 1999
21029 2285002010 PM25-PRI 1.49 NON-ROAD 1999
21031 220102019X PM25-PRI 0.05 ON-ROAD 1999
21031 2265005025 PM25-PRI 0 NON-ROAD 1999
21033 220100113X PM25-PRI 0.14 ON-ROAD 1999
21039 220100117X PM25-PRI 0.08 ON-ROAD 1999
21039 2280003200 PM25-PRI 9.51 NON-ROAD 1999
21041 223007411T PM25-PRI 0.13 ON-ROAD 1999
21041 2265004010 PM25-PRI 0.02 NON-ROAD 1999
21041 2285002007 PM25-PRI 0.21 NON-ROAD 1999
21043 220100133X PM25-PRI 0.02 ON-ROAD 1999
21043 2265006015 PM25-PRI 0 NON-ROAD 1999
21047 220102011X PM25-PRI 0.63 ON-ROAD 1999
21047 220102029T PM25-PRI 0.06 ON-ROAD 1999
21049 223006013X PM25-PRI 0.03 ON-ROAD 1999
21049 2265002024 PM25-PRI 0 NON-ROAD 1999
21049 2270005015 PM25-PRI 6.71 NON-ROAD 1999
21049 2805001000 PM25-PRI 51.85 NONPOINT 1999
21051 220102013X PM25-PRI 0.27 ON-ROAD 1999
21051 223000115X PM25-PRI 0.02 ON-ROAD 1999
21053 2270005015 PM25-PRI 2.94 NON-ROAD 1999
21053 2311030000 PM25-PRI 0.55 NONPOINT 1999
21055 220102021T PM25-PRI 0.01 ON-ROAD 1999
21055 2268005060 PM25-PRI 0 NON-ROAD 1999
21055 2270002030 PM25-PRI 0.01 NON-ROAD 1999
21057 2265003020 PM25-PRI 0 NON-ROAD 1999
21059 30501014 PM25-PRI 0.284 POINT 1999
21059 30502506 PM25-PRI 0.611 POINT 1999
21059 30900199 PM25-PRI 0.152 POINT 1999
21059 220100119X PM25-PRI 0.2 ON-ROAD 1999
21059 2270002081 PM25-PRI 0.22 NON-ROAD 1999
21063 220107021X PM25-PRI 0.04 ON-ROAD 1999
21065 220104021X PM25-PRI 0.04 ON-ROAD 1999
21067 220108029X PM25-PRI 0.04 ON-ROAD 1999
21067 223007133X PM25-PRI 0.57 ON-ROAD 1999
21069 2311010000 PM25-PRI 0.05 NONPOINT 1999
21071 20200202 PM25-PRI 18.18 POINT 1999
21071 2270002066 PM25-PRI 1.02 NON-ROAD 1999
21071 2810030000 PM25-PRI 0.45 NONPOINT 1999
21073 2104006000 PM25-PRI 3.283 NONPOINT 1999
21073 220102031T PM25-PRI 0.01 ON-ROAD 1999
21089 30502001 PM25-PRI 0.003 POINT 1999
21089 220104027T PM25-PRI 0.01 ON-ROAD 1999
21091 2270006015 PM25-PRI 0.01 NON-ROAD 1999
21095 2265002081 PM25-PRI 0 NON-ROAD 1999
21097 223007515X PM25-PRI 0.09 ON-ROAD 1999
21097 2268006020 PM25-PRI 0 NON-ROAD 1999
21097 2270002075 PM25-PRI 0.02 NON-ROAD 1999
21099 30502099 PM25-PRI 4.066 POINT 1999
21099 2103004000 PM25-PRI 0.11 NONPOINT 1999
21099 2270005035 PM25-PRI 0.09 NON-ROAD 1999
21101 30900207 PM25-PRI 0.71 POINT 1999
21107 10300602 PM25-PRI 0.04 POINT 1999
21107 220100127T PM25-PRI 0.08 ON-ROAD 1999
21111 2265006025 PM25-PRI 0.4 NON-ROAD 1999
21113 2270005045 PM25-PRI 0.05 NON-ROAD 1999
21117 223000119X PM25-PRI 0.01 ON-ROAD 1999
21117 223007411X PM25-PRI 2.01 ON-ROAD 1999
21117 2270005050 PM25-PRI 0 NON-ROAD 1999
21121 2102006000 PM25-PRI 0.98 NONPOINT 1999
21121 2610000400 PM25-PRI 1.62 NONPOINT 1999
21125 2270004071 PM25-PRI 0.05 NON-ROAD 1999
21125 2270006025 PM25-PRI 0.38 NON-ROAD 1999
21127 2260007005 PM25-PRI 0.11 NON-ROAD 1999
21131 220102017T PM25-PRI 0.02 ON-ROAD 1999
21139 220100119B PM25-PRI 0.04 ON-ROAD 1999
21151 220104033B PM25-PRI 0.01 ON-ROAD 1999
21153 2260004025 PM25-PRI 0.05 NON-ROAD 1999
21155 223007217X PM25-PRI 0.05 ON-ROAD 1999
21155 223007521X PM25-PRI 0.11 ON-ROAD 1999
21155 2270004066 PM25-PRI 0.01 NON-ROAD 1999
21155 2311010000 PM25-PRI 0.89 NONPOINT 1999
21155 2311020000 PM25-PRI 2.49 NONPOINT 1999
21157 223007519X PM25-PRI 0.15 ON-ROAD 1999
21157 2260002021 PM25-PRI 0 NON-ROAD 1999
21159 223007117X PM25-PRI 0.07 ON-ROAD 1999
21161 30501614 PM25-PRI 0 POINT 1999
21161 220102017B PM25-PRI 0.04 ON-ROAD 1999
21163 30199999 PM25-PRI 0.01 POINT 1999
21167 223007315X PM25-PRI 0.19 ON-ROAD 1999
21169 223007421X PM25-PRI 1.12 ON-ROAD 1999
21171 30702099 PM25-PRI 0.371 POINT 1999
21173 2265004036 PM25-PRI 0 NON-ROAD 1999
21173 2325000000 PM25-PRI 34.46 NONPOINT 1999
21175 220100117X PM25-PRI 0.21 ON-ROAD 1999
21175 223007313B PM25-PRI 0.01 ON-ROAD 1999
21177 220102015B PM25-PRI 0.05 ON-ROAD 1999
21177 223006021X PM25-PRI 0.02 ON-ROAD 1999
21177 223007515X PM25-PRI 0.18 ON-ROAD 1999
21179 220100133B PM25-PRI 0.03 ON-ROAD 1999
21181 220104021X PM25-PRI 0.02 ON-ROAD 1999
21181 2265002015 PM25-PRI 0 NON-ROAD 1999
21181 2270003060 PM25-PRI 0.13 NON-ROAD 1999
21183 2265006025 PM25-PRI 0 NON-ROAD 1999
21185 220100121B PM25-PRI 0.28 ON-ROAD 1999
21185 220104015T PM25-PRI 0.01 ON-ROAD 1999
21185 2270003050 PM25-PRI 0.01 NON-ROAD 1999
21187 2270005050 PM25-PRI 0.01 NON-ROAD 1999
21191 220100117B PM25-PRI 0.13 ON-ROAD 1999
21193 2267002081 PM25-PRI 0 NON-ROAD 1999
21199 2260004030 PM25-PRI 0.19 NON-ROAD 1999
21199 2270002057 PM25-PRI 1.27 NON-ROAD 1999
21199 2280003200 PM25-PRI 0.6 NON-ROAD 1999
21203 2265002042 PM25-PRI 0 NON-ROAD 1999
21203 2270002039 PM25-PRI 0 NON-ROAD 1999
21205 2265002045 PM25-PRI 0 NON-ROAD 1999
21205 2265004055 PM25-PRI 0.03 NON-ROAD 1999
21209 2270005025 PM25-PRI 0.01 NON-ROAD 1999
21211 223007417T PM25-PRI 0.05 ON-ROAD 1999
21211 2268006010 PM25-PRI 0 NON-ROAD 1999
21215 2265001010 PM25-PRI 0 NON-ROAD 1999
21215 2267003010 PM25-PRI 0 NON-ROAD 1999
21217 2268005060 PM25-PRI 0 NON-ROAD 1999
21225 2265005055 PM25-PRI 0 NON-ROAD 1999
21227 2104007000 PM25-PRI 0.759 NONPOINT 1999
21227 223007531X PM25-PRI 0.1 ON-ROAD 1999
21227 2265003050 PM25-PRI 0 NON-ROAD 1999
21229 2270002057 PM25-PRI 0.27 NON-ROAD 1999
21235 2265002003 PM25-PRI 0 NON-ROAD 1999
21237 223007415B PM25-PRI 0.01 ON-ROAD 1999
21239 2270005010 PM25-PRI 0 NON-ROAD 1999
17001 2270005015 PM25-PRI 60.83 NON-ROAD 1999
17005 2260003030 PM25-PRI 0 NON-ROAD 1999
17005 2265004010 PM25-PRI 0.03 NON-ROAD 1999
17007 220100113B PM25-PRI 0.18 ON-ROAD 1999
17007 220100113X PM25-PRI 0.29 ON-ROAD 1999
17007 2275050000 PM25-PRI 0.25 NON-ROAD 1999
17011 220107011T PM25-PRI 0.03 ON-ROAD 1999
17011 220107019X PM25-PRI 0.02 ON-ROAD 1999
17011 2280002200 PM25-PRI 7.46 NON-ROAD 1999
17015 2270004076 PM25-PRI 0 NON-ROAD 1999
17015 2810001000 PM25-PRI 0.64 NONPOINT 1999
17017 220104013B PM25-PRI 0.01 ON-ROAD 1999
17019 220107021X PM25-PRI 0.18 ON-ROAD 1999
17019 2265002057 PM25-PRI 0 NON-ROAD 1999
17021 30502504 PM25-PRI 0.106 POINT 1999
17021 2267006010 PM25-PRI 0 NON-ROAD 1999
17027 2104008050 PM25-PRI 0.88 NONPOINT 1999
17027 220104021X PM25-PRI 0.07 ON-ROAD 1999
17027 2296000000 PM25-PRI 448.54 NONPOINT 1999
17029 223007431X PM25-PRI 0.47 ON-ROAD 1999
17029 2265002060 PM25-PRI 0 NON-ROAD 1999
17029 2268006005 PM25-PRI 0 NON-ROAD 1999
17029 2270003020 PM25-PRI 0.8 NON-ROAD 1999
17031 30510398 PM25-PRI 0.047 POINT 1999
17033 220104013T PM25-PRI 0.01 ON-ROAD 1999
17033 2260002009 PM25-PRI 0 NON-ROAD 1999
17033 2265003050 PM25-PRI 0 NON-ROAD 1999
17037 220104029T PM25-PRI 0.01 ON-ROAD 1999
17037 223000111X PM25-PRI 0.05 ON-ROAD 1999
17037 223007513X PM25-PRI 0.4 ON-ROAD 1999
17039 220100115X PM25-PRI 0.14 ON-ROAD 1999
17039 2270006005 PM25-PRI 0.26 NON-ROAD 1999
17043 30701399 PM25-PRI 10.434 POINT 1999
17043 39900601 PM25-PRI 1.461 POINT 1999
17047 2260004020 PM25-PRI 0.03 NON-ROAD 1999
17047 2270002015 PM25-PRI 0.05 NON-ROAD 1999
17049 220102021B PM25-PRI 0.06 ON-ROAD 1999
17049 2265002027 PM25-PRI 0 NON-ROAD 1999
17051 2265001030 PM25-PRI 0.02 NON-ROAD 1999
17053 2399000000 PM25-PRI 11.21 NONPOINT 1999
17055 220107017T PM25-PRI 0.01 ON-ROAD 1999
17055 2260001030 PM25-PRI 0 NON-ROAD 1999
17055 2265002045 PM25-PRI 0 NON-ROAD 1999
17057 2104002000 PM25-PRI 1.428 NONPOINT 1999
17063 223000123X PM25-PRI 0.01 ON-ROAD 1999
17063 2270005060 PM25-PRI 0.49 NON-ROAD 1999
17067 2270005035 PM25-PRI 0.61 NON-ROAD 1999
17069 2104004000 PM25-PRI 0.017 NONPOINT 1999
17071 220100117T PM25-PRI 0.04 ON-ROAD 1999
17071 223000121X PM25-PRI 0.01 ON-ROAD 1999
17073 223007215X PM25-PRI 0.12 ON-ROAD 1999
17075 2265005050 PM25-PRI 0.02 NON-ROAD 1999
17079 2265006025 PM25-PRI 0.01 NON-ROAD 1999
17081 220100113T PM25-PRI 0.08 ON-ROAD 1999
17081 223007233X PM25-PRI 0.01 ON-ROAD 1999
17083 220100115X PM25-PRI 0.22 ON-ROAD 1999
17085 2267002030 PM25-PRI 0 NON-ROAD 1999
17085 2270006015 PM25-PRI 0.15 NON-ROAD 1999
17087 220102021T PM25-PRI 0.01 ON-ROAD 1999
17089 2260004020 PM25-PRI 1.31 NON-ROAD 1999
17091 2104008004 PM25-PRI 0.48 NONPOINT 1999
17095 2267006005 PM25-PRI 0 NON-ROAD 1999
17099 220102015T PM25-PRI 0.06 ON-ROAD 1999
17099 223007315X PM25-PRI 1.14 ON-ROAD 1999
17101 220104013B PM25-PRI 0.01 ON-ROAD 1999
17101 223000121X PM25-PRI 0.01 ON-ROAD 1999
17107 10201201 PM25-PRI 4.616 POINT 1999
17107 220102013X PM25-PRI 0.13 ON-ROAD 1999
17107 223007131X PM25-PRI 0.02 ON-ROAD 1999
17107 2260002039 PM25-PRI 0.1 NON-ROAD 1999
17109 223007433T PM25-PRI 0.01 ON-ROAD 1999
17111 223007419T PM25-PRI 0.01 ON-ROAD 1999
17111 2270002036 PM25-PRI 4.83 NON-ROAD 1999
17115 30200802 PM25-PRI 0.68 POINT 1999
17115 30400399 PM25-PRI 21.185 POINT 1999
17115 2260002054 PM25-PRI 0 NON-ROAD 1999
17115 2265005040 PM25-PRI 0.02 NON-ROAD 1999
17115 2267006010 PM25-PRI 0 NON-ROAD 1999
17117 220104013T PM25-PRI 0.02 ON-ROAD 1999
17119 30300936 PM25-PRI 17.162 POINT 1999
17121 223007311X PM25-PRI 1.61 ON-ROAD 1999
17123 2265006010 PM25-PRI 0 NON-ROAD 1999
17129 2282020010 PM25-PRI 0 NON-ROAD 1999
17131 2265006010 PM25-PRI 0.01 NON-ROAD 1999
17133 220107017B PM25-PRI 0.01 ON-ROAD 1999
17135 2267003010 PM25-PRI 0 NON-ROAD 1999
17135 2610000500 PM25-PRI 4.13 NONPOINT 1999
17137 223007413B PM25-PRI 0.02 ON-ROAD 1999
17137 2267005060 PM25-PRI 0 NON-ROAD 1999
17139 223000115X PM25-PRI 0.01 ON-ROAD 1999
17139 2270005020 PM25-PRI 3.61 NON-ROAD 1999
17141 223000127X PM25-PRI 0.02 ON-ROAD 1999
17143 220107025X PM25-PRI 0.09 ON-ROAD 1999
17143 223007117X PM25-PRI 0.2 ON-ROAD 1999
17145 30501015 PM25-PRI 7.255 POINT 1999
17149 2265005060 PM25-PRI 0.01 NON-ROAD 1999
17149 2267006025 PM25-PRI 0 NON-ROAD 1999
17153 2265005015 PM25-PRI 0 NON-ROAD 1999
17157 2270002054 PM25-PRI 0.02 NON-ROAD 1999
17159 223007519X PM25-PRI 0.01 ON-ROAD 1999
17161 2270006015 PM25-PRI 1.1 NON-ROAD 1999
17163 2265002072 PM25-PRI 0 NON-ROAD 1999
17165 2270003010 PM25-PRI 0.01 NON-ROAD 1999
17167 30702099 PM25-PRI 0.339 POINT 1999
17167 2265005010 PM25-PRI 0 NON-ROAD 1999
17169 30104501 PM25-PRI 2.031 POINT 1999
17173 2311010000 PM25-PRI 0.92 NONPOINT 1999
17177 30500201 PM25-PRI 0.117 POINT 1999
17177 2610030000 PM25-PRI 58.43 NONPOINT 1999
17181 220107021X PM25-PRI 0.08 ON-ROAD 1999
17181 223007117X PM25-PRI 0.09 ON-ROAD 1999
17181 2265002045 PM25-PRI 0 NON-ROAD 1999
17181 2270002054 PM25-PRI 0.04 NON-ROAD 1999
17183 30502001 PM25-PRI 0.092 POINT 1999
17183 220104011B PM25-PRI 0.05 ON-ROAD 1999
17183 223007431X PM25-PRI 0.57 ON-ROAD 1999
17187 220100117X PM25-PRI 0.17 ON-ROAD 1999
17187 2265006025 PM25-PRI 0.01 NON-ROAD 1999
17193 223007421X PM25-PRI 1.15 ON-ROAD 1999
17195 220107029B PM25-PRI 0.01 ON-ROAD 1999
17195 2265002027 PM25-PRI 0 NON-ROAD 1999
17197 223007517X PM25-PRI 1.32 ON-ROAD 1999
17199 10200603 PM25-PRI 4.04 POINT 1999
17199 2102006000 PM25-PRI 0.12 NONPOINT 1999
17199 223007411B PM25-PRI 0.05 ON-ROAD 1999
17201 30200604 PM25-PRI 0.511 POINT 1999
17201 220108027B PM25-PRI 0.01 ON-ROAD 1999
17203 220104015T PM25-PRI 0.01 ON-ROAD 1999
17203 223007317B PM25-PRI 0.01 ON-ROAD 1999
17203 223007533X PM25-PRI 0.01 ON-ROAD 1999
17203 2260001010 PM25-PRI 0.01 NON-ROAD 1999
18003 220104013X PM25-PRI 0.3 ON-ROAD 1999
18003 223007213B PM25-PRI 0.01 ON-ROAD 1999
18003 2260004035 PM25-PRI 0.55 NON-ROAD 1999
18003 2270005050 PM25-PRI 0.07 NON-ROAD 1999
18005 220100115X PM25-PRI 0.4 ON-ROAD 1999
18005 223007113B PM25-PRI 0.01 ON-ROAD 1999
18009 220100117X PM25-PRI 0.19 ON-ROAD 1999
18011 220100129T PM25-PRI 0.05 ON-ROAD 1999
18015 220100117T PM25-PRI 0.11 ON-ROAD 1999
18017 2267002033 PM25-PRI 0 NON-ROAD 1999
18017 2270003070 PM25-PRI 0.45 NON-ROAD 1999
18019 2260006010 PM25-PRI 0.27 NON-ROAD 1999
18021 220107011T PM25-PRI 0.01 ON-ROAD 1999
18021 2260002006 PM25-PRI 0.01 NON-ROAD 1999
18023 223000133X PM25-PRI 0.01 ON-ROAD 1999
18023 223007317X PM25-PRI 0.8 ON-ROAD 1999
18023 2267005050 PM25-PRI 0 NON-ROAD 1999
18023 2270006015 PM25-PRI 0.24 NON-ROAD 1999
18025 223000119X PM25-PRI 0.01 ON-ROAD 1999
18027 223000113X PM25-PRI 0.03 ON-ROAD 1999
18031 2104008050 PM25-PRI 0.98 NONPOINT 1999
18037 10200501 PM25-PRI 6.2 POINT 1999
18039 30702099 PM25-PRI 0.03 POINT 1999
18039 220102027B PM25-PRI 0.65 ON-ROAD 1999
18039 220104027T PM25-PRI 0.08 ON-ROAD 1999
18039 2268006010 PM25-PRI 0 NON-ROAD 1999
18043 2265005055 PM25-PRI 0 NON-ROAD 1999
18043 2325000000 PM25-PRI 40.64 NONPOINT 1999
18045 220102011T PM25-PRI 0.08 ON-ROAD 1999
18045 223007133X PM25-PRI 0.02 ON-ROAD 1999
18047 220107015B PM25-PRI 0.01 ON-ROAD 1999
18049 2260002054 PM25-PRI 0 NON-ROAD 1999
18051 220100111T PM25-PRI 0.06 ON-ROAD 1999
18053 2260005050 PM25-PRI 0 NON-ROAD 1999
18057 220108013X PM25-PRI 0.01 ON-ROAD 1999
18057 2260004020 PM25-PRI 0.58 NON-ROAD 1999
18057 2265005010 PM25-PRI 0 NON-ROAD 1999
18057 2270005055 PM25-PRI 0.67 NON-ROAD 1999
18059 2104006000 PM25-PRI 4.036 NONPOINT 1999
18059 2270002039 PM25-PRI 0.03 NON-ROAD 1999
18061 220102015X PM25-PRI 0.2 ON-ROAD 1999
18063 223007429B PM25-PRI 0.01 ON-ROAD 1999
18067 2104007000 PM25-PRI 0.366 NONPOINT 1999
18067 223007533X PM25-PRI 0.12 ON-ROAD 1999
18067 2260004071 PM25-PRI 0 NON-ROAD 1999
18071 220104017B PM25-PRI 0.05 ON-ROAD 1999
18071 223006021X PM25-PRI 0.01 ON-ROAD 1999
18071 2260003040 PM25-PRI 0 NON-ROAD 1999
18073 220102021B PM25-PRI 0.04 ON-ROAD 1999
18073 223007121X PM25-PRI 0.07 ON-ROAD 1999
18077 2265002030 PM25-PRI 0 NON-ROAD 1999
18077 2265004066 PM25-PRI 0 NON-ROAD 1999
18081 2265003020 PM25-PRI 0.02 NON-ROAD 1999
18081 2267003070 PM25-PRI 0 NON-ROAD 1999
18081 2270003010 PM25-PRI 0.18 NON-ROAD 1999
18083 220102029B PM25-PRI 0.06 ON-ROAD 1999
18083 223006019X PM25-PRI 0.01 ON-ROAD 1999
18087 2270001060 PM25-PRI 0.41 NON-ROAD 1999
18087 2270006025 PM25-PRI 0.2 NON-ROAD 1999
18089 2104002000 PM25-PRI 0.641 NONPOINT 1999
18089 2265002045 PM25-PRI 0 NON-ROAD 1999
18091 39999994 PM25-PRI 5.59 POINT 1999
18091 2104008002 PM25-PRI 120.02 NONPOINT 1999
18093 220104015B PM25-PRI 0.03 ON-ROAD 1999
18093 223000117X PM25-PRI 0.06 ON-ROAD 1999
18093 2265005035 PM25-PRI 0 NON-ROAD 1999
18095 2265002054 PM25-PRI 0 NON-ROAD 1999
18097 2270004076 PM25-PRI 0.02 NON-ROAD 1999
18097 2810015000 PM25-PRI 0.11 NONPOINT 1999
18099 220102031X PM25-PRI 0.02 ON-ROAD 1999
18099 223007225X PM25-PRI 0.02 ON-ROAD 1999
18099 223007421T PM25-PRI 0.04 ON-ROAD 1999
18101 2104006000 PM25-PRI 0.545 NONPOINT 1999
18103 2260004015 PM25-PRI 0.01 NON-ROAD 1999
18103 2265005015 PM25-PRI 0 NON-ROAD 1999
18105 30501011 PM25-PRI 0.63 POINT 1999
18105 2102002000 PM25-PRI 10.746 NONPOINT 1999
18107 220104033X PM25-PRI 0.04 ON-ROAD 1999
18107 223007417X PM25-PRI 6.43 ON-ROAD 1999
18107 2265006010 PM25-PRI 0.02 NON-ROAD 1999
18107 2268003020 PM25-PRI 0.03 NON-ROAD 1999
18111 220104013T PM25-PRI 0.01 ON-ROAD 1999
18113 2265002066 PM25-PRI 0 NON-ROAD 1999
18113 2267003040 PM25-PRI 0 NON-ROAD 1999
18123 220100113X PM25-PRI 0.19 ON-ROAD 1999
18123 220104013B PM25-PRI 0.02 ON-ROAD 1999
18123 2265003010 PM25-PRI 0 NON-ROAD 1999
18125 220102013B PM25-PRI 0.06 ON-ROAD 1999
18125 223007413T PM25-PRI 0.03 ON-ROAD 1999
18125 2265004075 PM25-PRI 0 NON-ROAD 1999
18125 2270002081 PM25-PRI 0.06 NON-ROAD 1999
18129 30200785 PM25-PRI 1.485 POINT 1999
18131 220104015X PM25-PRI 0.05 ON-ROAD 1999
18143 223007421X PM25-PRI 1.03 ON-ROAD 1999
18143 2267003050 PM25-PRI 0 NON-ROAD 1999
18147 2801000003 PM25-PRI 434.93 NONPOINT 1999
18151 2265004010 PM25-PRI 0.07 NON-ROAD 1999
18151 2275060000 PM25-PRI 0.1 NON-ROAD 1999
18159 2270002048 PM25-PRI 0.13 NON-ROAD 1999
18163 223007127B PM25-PRI 0.03 ON-ROAD 1999
18167 2260004035 PM25-PRI 0.2 NON-ROAD 1999
18167 2270005025 PM25-PRI 0.02 NON-ROAD 1999
18169 2260002021 PM25-PRI 0 NON-ROAD 1999
18169 2265003010 PM25-PRI 0.01 NON-ROAD 1999
18169 2265005030 PM25-PRI 0 NON-ROAD 1999
18169 2270005015 PM25-PRI 31.27 NON-ROAD 1999
18173 223007417X PM25-PRI 6.7 ON-ROAD 1999
18175 223007419T PM25-PRI 0.02 ON-ROAD 1999
18175 223007517X PM25-PRI 0.54 ON-ROAD 1999
18177 2810001000 PM25-PRI 2.38 NONPOINT 1999
18179 2260003030 PM25-PRI 0 NON-ROAD 1999
05001 2265004040 PM25-PRI 0 NON-ROAD 1999
05003 223007133X PM25-PRI 0.01 ON-ROAD 1999
05003 2270002075 PM25-PRI 0.03 NON-ROAD 1999
05005 223007113X PM25-PRI 0.24 ON-ROAD 1999
05007 223006015X PM25-PRI 0.07 ON-ROAD 1999
05007 2265001050 PM25-PRI 0.05 NON-ROAD 1999
05009 223007227X PM25-PRI 0.02 ON-ROAD 1999
05009 2268006015 PM25-PRI 0 NON-ROAD 1999
05009 2270002015 PM25-PRI 0.31 NON-ROAD 1999
05015 223007313T PM25-PRI 0.01 ON-ROAD 1999
05015 2260002006 PM25-PRI 0.06 NON-ROAD 1999
05023 220100117T PM25-PRI 0.09 ON-ROAD 1999
05027 2260004031 PM25-PRI 0.1 NON-ROAD 1999
05029 220102021B PM25-PRI 0.02 ON-ROAD 1999
05029 2267002039 PM25-PRI 0 NON-ROAD 1999
05031 220104013X PM25-PRI 0.2 ON-ROAD 1999
05031 223007113X PM25-PRI 0.24 ON-ROAD 1999
05031 2268005055 PM25-PRI 0 NON-ROAD 1999
05033 2104008050 PM25-PRI 0.49 NONPOINT 1999
05033 2270002027 PM25-PRI 0.04 NON-ROAD 1999
05035 2260004020 PM25-PRI 0.17 NON-ROAD 1999
05041 2265004075 PM25-PRI 0 NON-ROAD 1999
05041 2267006025 PM25-PRI 0 NON-ROAD 1999
05043 220102031X PM25-PRI 0.01 ON-ROAD 1999
05045 220100121B PM25-PRI 0.16 ON-ROAD 1999
05047 223007311X PM25-PRI 1.64 ON-ROAD 1999
05047 2270005010 PM25-PRI 0 NON-ROAD 1999
05049 223007217X PM25-PRI 0.07 ON-ROAD 1999
05051 220100125X PM25-PRI 0.41 ON-ROAD 1999
05055 220104021X PM25-PRI 0.03 ON-ROAD 1999
05057 2260006005 PM25-PRI 0.01 NON-ROAD 1999
05059 2260004026 PM25-PRI 0.04 NON-ROAD 1999
05059 2270005015 PM25-PRI 3.11 NON-ROAD 1999
05061 2270006025 PM25-PRI 0.1 NON-ROAD 1999
05065 220102017B PM25-PRI 0.07 ON-ROAD 1999
05065 220107017B PM25-PRI 0.01 ON-ROAD 1999
05067 220104027B PM25-PRI 0.01 ON-ROAD 1999
05067 2260002054 PM25-PRI 0 NON-ROAD 1999
05069 2104011000 PM25-PRI 0.018 NONPOINT 1999
05071 220102023T PM25-PRI 0.01 ON-ROAD 1999
05071 2810015000 PM25-PRI 79.66 NONPOINT 1999
05073 2260005035 PM25-PRI 0.01 NON-ROAD 1999
05075 2270006015 PM25-PRI 0.11 NON-ROAD 1999
05077 223007319X PM25-PRI 0.03 ON-ROAD 1999
05077 2265002033 PM25-PRI 0 NON-ROAD 1999
05081 2104008002 PM25-PRI 4.93 NONPOINT 1999
05081 2282010005 PM25-PRI 0.09 NON-ROAD 1999
05083 2311020000 PM25-PRI 6.14 NONPOINT 1999
05085 220100129X PM25-PRI 0.25 ON-ROAD 1999
05085 223006011X PM25-PRI 0.09 ON-ROAD 1999
05089 220107013B PM25-PRI 0.01 ON-ROAD 1999
05091 220104021B PM25-PRI 0.01 ON-ROAD 1999
05093 2810015000 PM25-PRI 7.82 NONPOINT 1999
05097 220107017B PM25-PRI 0.01 ON-ROAD 1999
05097 2265002030 PM25-PRI 0 NON-ROAD 1999
05099 220104017X PM25-PRI 0.04 ON-ROAD 1999
05101 2270002027 PM25-PRI 0 NON-ROAD 1999
05103 220102027X PM25-PRI 0.08 ON-ROAD 1999
05103 2270005020 PM25-PRI 0.11 NON-ROAD 1999
05107 220104017B PM25-PRI 0.02 ON-ROAD 1999
05107 223007417B PM25-PRI 0.02 ON-ROAD 1999
05109 223007415X PM25-PRI 1.58 ON-ROAD 1999
05111 223007119X PM25-PRI 0.01 ON-ROAD 1999
05113 220104015T PM25-PRI 0.01 ON-ROAD 1999
05117 220107017X PM25-PRI 0.11 ON-ROAD 1999
05119 220100117T PM25-PRI 0.19 ON-ROAD 1999
05119 223007117X PM25-PRI 0.31 ON-ROAD 1999
05119 2265005015 PM25-PRI 0 NON-ROAD 1999
05121 223007313B PM25-PRI 0.01 ON-ROAD 1999
05123 223007531X PM25-PRI 0.01 ON-ROAD 1999
05125 220104015T PM25-PRI 0.02 ON-ROAD 1999
05127 220104017X PM25-PRI 0.05 ON-ROAD 1999
05129 220107019X PM25-PRI 0.01 ON-ROAD 1999
05135 223007115X PM25-PRI 0.07 ON-ROAD 1999
05139 223007533X PM25-PRI 0.02 ON-ROAD 1999
05139 2268006015 PM25-PRI 0 NON-ROAD 1999
05141 2270002066 PM25-PRI 0.2 NON-ROAD 1999
05143 220100115X PM25-PRI 0.71 ON-ROAD 1999
05143 2265002030 PM25-PRI 0.02 NON-ROAD 1999
05143 2267002057 PM25-PRI 0 NON-ROAD 1999
05145 2103004000 PM25-PRI 0.752 NONPOINT 1999
05145 220108017X PM25-PRI 0.01 ON-ROAD 1999
05145 2311010000 PM25-PRI 3.24 NONPOINT 1999
05147 2805001000 PM25-PRI 3.21 NONPOINT 1999
05149 2104008002 PM25-PRI 14.71 NONPOINT 1999
05149 220102021X PM25-PRI 0.05 ON-ROAD 1999
05149 220107013T PM25-PRI 0.01 ON-ROAD 1999
22001 220102023X PM25-PRI 0.12 ON-ROAD 1999
22001 223007117B PM25-PRI 0.01 ON-ROAD 1999
22003 2270002009 PM25-PRI 0 NON-ROAD 1999
22005 223007519X PM25-PRI 0.33 ON-ROAD 1999
22007 220102021B PM25-PRI 0.04 ON-ROAD 1999
22009 220107027X PM25-PRI 0.05 ON-ROAD 1999
22011 220102017X PM25-PRI 0.28 ON-ROAD 1999
22011 2265002039 PM25-PRI 0 NON-ROAD 1999
22013 220100117X PM25-PRI 0.3 ON-ROAD 1999
22013 223007417T PM25-PRI 0.04 ON-ROAD 1999
22015 2104008030 PM25-PRI 0.19 NONPOINT 1999
22019 220102015B PM25-PRI 0.12 ON-ROAD 1999
22019 220102023X PM25-PRI 1.28 ON-ROAD 1999
22021 2260005050 PM25-PRI 0 NON-ROAD 1999
